avg_backers_per_pledge_tier,avg_pledge_amount_per_backer,campaign_end_date,campaign_start_date,category,city,description,description_length,dict_pledge_tier_backer,featured_project,full_desc_len,funding_currency,funding_goal,funding_percentage,funding_raised,num_backers,num_comments,num_created_by_owner,num_faqs,num_pledge_backers,num_pledge_tiers,num_updates,owner,project_img,project_video,state,status,title
6.2,26.63,2019-04-15,2019-03-18,Music,Athens,Brick City Records is a premier record label which focuses on providing students practical and entrepreneurial experience.,122,"{10: 18, 25: 7, 50: 3, 100: 3, 250: 0}",0,2006,$,1000,109.2,1092,41,0,1,0,31,5,0,Taylor Hirth,5,1,OH,Funding Successful,Brick City Records Kickstarter Campaign 2019
4.0,54.43,2019-04-15,2019-04-08,Playing Cards,Denver,"** Limited Edition Relaunch ** Own a piece of history with the first Anunnaki Tarot!
(major arcana cards, 178 page book, case/pouch...)",135,"{16: 0, 40: 9, 54: 8, 100: 3, 240: 0}",0,3402,$,600,190.5,1143,21,0,1,0,20,5,4,Joshua Free,18,1,CO,Funding Successful,ANUNNAKI TAROT : Mesopotamian / Babylonian Oracle Toolkit
0.0,26.67,2019-04-15,2019-03-22,Product Design,Moncton,Hockey Toolbox,14,{50: 0},0,4179,$,80000,0.1,80,3,0,First created,0,0,1,0,Hockit,1,0,Canada,Funding Unsuccessful,Hockit Toolbox
41.52,17.44,2019-04-19,2019-03-20,Tabletop Games,Lincoln,"A Witch Class for Dungeons and Dragons 5th Edition with worldbuilding, 50+ spells, 2 backgrounds, and 7 Archetypes for the class.",129,"{1: 164, 7: 18, 8: 102, 10: 273, 12: 203, 13: 64, 15: 61, 17: 74, 18: 37, 20: 37, 22: 66, 25: 50, 35: 10, 40: 20, 42: 1, 45: 3, 50: 29, 60: 12, 65: 5, 75: 38, 80: 5, 85: 9, 100: 4, 140: 1, 400: 1}",0,5707,$,500,4505.4,22527,1292,160,1,0,1287,31,10,Eva Brown,7,0,NE,Funding Successful,Hidden Oddities: A Witch's Primer
1.56,61.47,2019-04-15,2019-03-01,Tabletop Games,New York,A card game where players battle head to head based on the card attributes. Each card will have a custom pixel art created by backers.,134,"{1: 1, 25: 4, 45: 2, 100: 7, 150: 0, 300: 0, 500: 0}",0,4401,$,15000,6.15,922,15,0,First created,0,14,9,7,Wagga Studio,35,1,NY,Cancelled by Creator,Pixels Royale - a pixel art card game custom made by you.
36.0,290.09,2019-04-17,2019-03-18,Food,Adelaide,Local Australian plants and woods handcrafted into handles for Japanese Damascus steel knives. Each knife is unique.,116,"{125: 28, 175: 31, 195: 11, 395: 74}",0,6982,$,2500,1705.72,42643,147,105,1,0,144,4,3,Koi Knives,13,2,AU,Funding Successful,"Custom Kitchen Knives - Unique, Rare & Beautiful :)"
0.2,15.5,2019-04-17,2019-03-08,Web,San Francisco,"A website that allows customers to trade, buy, or sell trading cards online. 
Get rid of cards you don't use, trade for cards you will.",135,"{5: 1, 20: 0, 35: 0, 45: 0, 100: 0}",0,0,$,2500,1.24,31,2,0,First created,0,1,5,0,Steve Williams,4,1,CA,Funding Unsuccessful,Card Champions: Online Trading Card Platform
0.0,4.0,2019-04-17,2019-02-16,Product Design,Zanzibar,Lets clean up Zanzibar with designers solutions and help the local economy at the same time!,92,"{1: 0, 10: 0, 20: 0, 30: 0, 100: 0, 500: 0}",0,3194,€,10000,0.12,12,3,0,First created,0,0,7,0,Melle,4,1,Tanzania,Funding Unsuccessful,ZANZILAB - an opensource designers workshop on the beach!
0.14,1.0,2019-04-18,2019-03-18,Food,Valcourt,"The I See Local app focuses on foods, fair prices, time savings, local products, environment, health, community life and collaboration.",135,"{1: 1, 26: 0, 52: 0, 55: 0, 75: 0, 13: 0}",0,630,$,400000,0.0,2,2,0,First created,0,1,7,0,I See Local,12,1,Canada,Funding Unsuccessful,Innovative Solutions to Improve Our Local Food Systems
0.0,1.0,2019-04-17,2019-03-12,Music,San Diego,"Our JamInTheMix.com curriculum makes it easy for non-musicians to jam with pros.  Play, Dance, Sing, LipSync in Homes to Stadiums.",130,{20: 0},0,0,$,750,0.13,1,1,0,First created,0,0,1,0,Jim Dillehay,1,1,CA,Funding Unsuccessful,JamUniversity.org
14.4,31.76,2019-04-18,2019-03-19,Nonfiction,Mechanicsburg,A book of customizable projects for making with a CNC machine or by hand using traditional woodworking techniques.,114,"{5: 21, 25: 36, 50: 11, 150: 2, 175: 2}",0,6583,$,2000,117.5,2350,74,55,1,0,72,5,4,William Adams,7,0,PA,Funding Successful,Design into 3D: a book of customizable project designs
7.57,61.02,2019-04-17,2019-03-18,Drinks,Chicago,"The second generation of our top rated wine preserver. Back ArT Wine Preserver so you can Enjoy More, Waste Less.",113,"{1: 0, 15: 10, 20: 27, 70: 8, 80: 5, 220: 2, 257: 1}",0,4114,$,3000,109.83,3295,54,6,1,0,53,7,6,Ryan Frederickson,15,3,IL,Funding Successful,ArT Wine Preserver - The Easiest Way to Keep Wine Fresh
14.33,32.83,2019-04-18,2019-03-28,Illustration,Seattle,This series of enamel pin designs highlights role-playing game class archetypes for tabletop RPG fans.,102,"{9: 24, 10: 72, 18: 25, 20: 30, 27: 35, 30: 44, 36: 11, 40: 17, 45: 3, 50: 9, 51: 4, 57: 7, 59: 1, 66: 1, 68: 1, 76: 6, 85: 2, 88: 4, 95: 2, 99: 3}",0,3111,$,600,1679.83,10079,307,15,1,4,301,21,9,doize,8,0,WA,Funding Successful,d20 Archetypes: An enamel pin set for Adventurers
2.22,41.22,2019-04-18,2019-04-02,Illustration,Cleveland,A set of 31 postcards featuring artwork produced during Inktober 2018 from artist Carie Varner.,95,"{1: 0, 3: 4, 10: 0, 15: 2, 25: 6, 40: 2, 45: 2, 65: 4}",0,3577,$,700,135.43,948,23,0,1,0,20,9,4,Reel Fun Studios,6,1,TN,Funding Successful,#Inktober2018 Postcard Set
5.0,72.0,2019-04-17,2019-02-16,Documentary,London,"A documentary from an untrained eye to reach the everyday person without science degree, raising shark and plastic pollution awareness.",135,"{1: 2, 5: 10, 10: 10, 25: 23, 50: 4, 75: 7, 100: 1, 250: 1, 500: 2}",0,3927,£,4500,100.8,4536,63,0,1,0,60,12,2,Kelly Krieg,5,1,UK,Funding Successful,"Docu ""Making Waves"" - Save Sharks and Ourselves"
0,124.93,2019-04-18,2019-04-03,Playing Cards,Toronto,100% Real Carbon Fiber Playing Cards!,37,{},0,0,$,5000,134.92,6746,54,0,1,0,0,0,0,Hytham Gaber,0,0,Canada,Cancelled by Kickstarter,Carbon Fiber Playing Cards
267.17,133.5,2019-04-18,2019-03-26,Tabletop Games,Marlborough,"A cooperative/solo adventure board game of mystery, fear, and dark fantasy.",75,"{60: 490, 99: 2, 180: 270, 189: 147, 369: 694}",0,9357,$,30000,2031.43,609430,4565,3006,1,8,1603,6,18,Greenbrier Games INC,54,1,MA,Funding Successful,Folklore: The Fall of the Spire
378.6,65.4,2019-04-18,2019-03-18,Tabletop Games,Boston,"In this combat strategy game for 2-4 players, you are cursed humans, battling underground with your new powers from a mysterious eye.",133,"{45: 818, 70: 340, 90: 673, 120: 37, 285: 25}",1,4037,$,10000,1360.92,136092,2081,443,1,0,1893,5,18,Lay Waste Games LLC,46,1,MA,Funding Successful,LIFE SIPHON
12.43,3152.85,2019-04-19,2019-03-19,Product Design,Hong Kong,Swiss Mechanical Movement Watches // Sapphire Crystal //Swarovski// 10ATM // EUIPO Patented Design // 2 Year Global Warranty & Shipping,135,"{2: 27, 3: 50, 4: 3, 5: 5, 6: 2}",0,7893,HK$,100000,290.06,290062,92,94,1,13,87,7,3,VALIMOR,40,4,Hong Kong,Funding Successful,Makaidos: Swiss Automatic Mov't Watches & Patented Design
8.43,51.19,2019-04-18,2019-03-19,Painting,Yeppoon,A series of fine art prints and affirmation cards for the empowerment and expression of the feminine.,101,"{2: 3, 20: 3, 30: 21, 35: 20, 65: 10, 129: 2, 299: 0}",0,1510,$,3300,105.48,3481,68,0,1,0,59,7,3,Delaney Cheal,9,1,AU,Funding Successful,Mumma Moonstone Birthing Cards
16.25,105.55,2019-04-19,2019-03-20,Hardware,Brooklyn,"Attach CLIP to bike to ride effortlessly. Detach, after parking to recharge CLIP on your desk.",94,"{5: 28, 25: 36, 65: 35, 125: 15, 200: 3, 500: 3, 599: 10, 4: 0}",1,8649,$,10000,165.72,16572,157,4,1,0,130,8,19,CLIP,53,3,NY,Funding Successful,CLIP⚡Portable e-motor to Transform any bike into an e-bike
11.43,36.28,2019-04-18,2019-03-21,Comedy,Oak Park,"A comedic rewrite of the Book of Genesis, one chapter at a time.",64,"{5: 2, 10: 5, 18: 33, 30: 29, 70: 7, 100: 4, 500: 0}",0,4089,$,1000,293.9,2939,81,11,1,2,80,7,11,Aaron Senser,8,1,IL,Funding Successful,The Bible v.2: Genesis
68.1,139.34,2019-04-19,2019-03-05,Product Design,Raleigh,"Kupper Mounts are one of the most affordable, compact, portable, secure, convenient & easy-to-install bike carriers in the world!",129,"{89: 250, 99: 213, 109: 5, 188: 205, 199: 1, 376: 5, 890: 2, 1: 0, 3: 0, 6: 0}",0,7428,$,50000,194.52,97262,698,139,1,7,681,10,22,"Andrew ""Wolf"" Jarrard",20,2,NC,Funding Successful,Kupper Mounts: Next-Gen Bike Carrier for All Cars/SUVs
4.0,243.89,2019-04-17,2019-02-17,Technology,American Fork,a  Aiko the Transformable  shrinkage  Table,43,"{1: 2, 299: 22, 338: 0, 988: 0, 3: 0}",0,0,$,10000,65.85,6585,27,6,First created,8,24,6,6,tableatarvi,19,2,UT,Funding Unsuccessful,a Aiko the Transformable shrinkage Table
0.67,44.0,2019-04-17,2019-03-18,Apps,Toronto,"A smartphone app that helps you pick the right plants for your garden. 
Create your own look without paying for landscaping expertise.",134,"{5: 0, 25: 1, 100: 1}",0,4397,$,30000,0.59,176,4,0,First created,0,2,3,0,Rachel,0,1,Canada,Funding Unsuccessful,Pick Your Plants
32.43,473.12,2019-04-17,2019-03-18,Playing Cards,Hong Kong,Two Versions are made with subtle and beautiful style but also manages to show the cute and mischievous nature. Limited Edition of 2500,135,"{71: 21, 79: 31, 141: 100, 157: 54, 236: 16, 275: 0, 283: 52, 314: 1, 393: 23, 432: 0, 471: 100, 510: 44, 785: 12, 864: 0}",0,7075,HK$,40000,540.54,216214,457,148,1,0,454,14,4,BOCOPO BICYCLE,56,0,Hong Kong,Funding Successful,Bicycle Maneki Neko Playing Cards
1.75,756.88,2019-04-15,2019-03-11,Gaming Hardware,Helsinki,The world’s first fully-portable gaming desk w/built-in computer chassis and integrated monitor mount.,102,"{5: 5, 685: 0, 1: 9, 2: 0, 7: 0}",0,5779,$,40000,32.17,12867,17,3,First created,10,14,8,3,unEvn,48,1,Finland,Cancelled by Creator,unEvn ONE: the ultimate gaming desk for competitive gamers
375.88,165.53,2019-04-19,2019-03-19,Tabletop Games,Boston,"A Fun, Modular, Magnetic System for Organizing All Your Board Game & RPG Components, Beautifully Crafted from Natural Materials",127,"{1: 125, 10: 69, 19: 2813}",0,15514,$,10000,5010.66,501066,3027,641,1,8,3007,8,7,Wyrmwood Gaming,120,2,MA,Funding Successful,Wyrmwood Tabletop Tiles
6.94,52.63,2019-04-17,2019-03-13,Graphic Novels,Jersey City,"Help LRB publish three new comics from Gerardo Alba, Zak Kinsella, and Ally Shwed!",82,"{1: 3, 6: 9, 8: 15, 12: 4, 15: 18, 20: 20, 25: 27, 35: 1, 40: 3, 60: 3, 75: 7, 80: 1, 100: 7}",1,3453,$,6000,105.27,6316,120,0,1,0,118,17,10,Ally Shwed,20,1,NJ,Funding Successful,Little Red Bird Press 2019 Comics Collection
6.18,48.21,2019-04-17,2019-03-18,Comic Books,Nashville,The first issue of a four part limited series about recovering from the trauma of demonic possession.,101,"{1: 4, 5: 7, 12: 16, 20: 27, 50: 9, 100: 0, 150: 1, 200: 1, 250: 2, 300: 1}",0,5570,$,3750,100.27,3760,78,0,1,0,68,11,5,Gavin Dillinger,9,1,TN,Funding Successful,Laughter: Book One of Four
12.33,406.99,2019-04-15,2019-03-11,Vegan,Malmö,"To start a vegan café and restaurant in Malmö. With shakes, oatmeal, raw & other vegan dishes. In the area close to Möllevångstorget.",133,"{50: 11, 100: 25, 200: 26, 800: 7, 1: 3, 7: 2}",0,4427,kr,40000,100.73,40292,99,0,1,0,74,6,1,Miriam fors,4,0,Sweden,Funding Successful,Vegan Café and Restaurant - Malmö
0.33,25.25,2019-04-17,2019-03-18,Apps,Redlands,Family History Reimagined,25,"{10: 0, 25: 2, 50: 0, 100: 0, 500: 0, 1: 0}",0,1842,$,10000,1.01,101,4,0,First created,0,2,6,0,Todd Lushinsky,0,1,CA,Funding Unsuccessful,LegacyOwl - Interactive Family Stories
1.4,100.38,2019-04-19,2019-03-15,Art,Cookeville,A contemporary jewelry project that gave participating jewelers three prompts that would shake up their usual artistic routines.,128,"{5: 2, 15: 1, 20: 6, 50: 5, 75: 1, 125: 1, 175: 1, 180: 1, 200: 2, 350: 0, 500: 1}",0,1855,$,2500,104.4,2610,26,2,1,0,21,15,0,Brie Flora,12,1,TN,Funding Successful,Guidelines - A Contemporary Jewelry Project
0.5,138.67,2019-04-17,2019-02-16,Food,Seattle,Manufacture aftermarket Bratzeli cookie plates. Turns removable plate grills/griddles into Swiss Brazeli Irons.,111,"{15: 1, 250: 0, 400: 1, 1: 0}",0,1145,$,31130,1.34,416,3,0,4,0,2,4,3,Brewer Family Enterprises LLP,3,1,WA,Funding Unsuccessful,Swiss Brazeli Cookie Griddle/Grill Plates part deux
15.62,62.69,2019-04-17,2019-03-21,Tabletop Games,Dayton,"AcadeCon 2019. Tabletop Gaming convention in Dayton, Ohio. RPGs, Boardgames, card games, panels, workshops, podcasters & more.",126,"{1: 17, 5: 8, 15: 1, 20: 2, 25: 72, 40: 7, 45: 74, 65: 15, 70: 5, 75: 4, 90: 30, 150: 10, 200: 5}",0,9087,$,13700,116.23,15924,254,16,1,0,250,16,10,TheRpgAcademy.com,8,1,OH,Funding Successful,AcadeCon 2019: Ours goes to Seven!
3.5,130.24,2019-04-17,2019-03-18,Drinks,Raleigh,Bringing the ancient art of mead making into modern culture,59,"{5: 1, 20: 4, 50: 13, 200: 2, 500: 1}",0,3241,$,5000,65.12,3256,25,4,First created,0,21,6,6,Brian Martin,1,0,NC,Funding Unsuccessful,Norsemen's Mead
4.33,41.04,2019-04-19,2019-03-01,Painting,Jacksonville,Beautifully vulgar,18,"{5: 0, 10: 7, 15: 4, 20: 4, 30: 6, 100: 5}",0,1565,$,1000,110.8,1108,27,7,1,0,26,6,4,Macayla Saraiva,1,0,NC,Funding Successful,Artistic Swearing
0.43,15.83,2019-04-15,2019-03-16,Zines,Melbourne,"A collection of enchanting drawings of strange creatures and plants influenced by human from an imaginary land called ""Curiosity Woods""",135,"{5: 0, 10: 2, 19: 1, 25: 0, 49: 0, 280: 0, 550: 0}",0,2777,$,300,31.67,95,6,0,2,0,3,7,1,LOH Yi Pei,1,0,AU,Funding Unsuccessful,Trace of Human art zine & drawings
2.33,34.0,2019-04-15,2019-02-14,Fiction,Oklahoma City,"I'm writing a two book series of the apocalypse with brand new creatures that end up creating something we all know, some even fear.",132,"{10: 3, 25: 3, 45: 1}",0,1329,$,1600,19.12,306,9,0,First created,0,7,3,1,Nicole Jordan,1,0,OK,Funding Unsuccessful,A Highway Away: A two book series
0.56,26.0,2019-04-17,2019-03-18,Farmer's Markets,Tuluá,"We are an enterprising company focused on the production of traditional Colombian sweets, we prepare our products with the heart.",129,"{5: 1, 15: 0, 25: 3, 50: 0, 100: 1, 150: 0, 350: 0, 1: 0}",0,4372,$,40000,0.78,312,12,0,First created,0,5,9,0,Manjares del Corazón,36,4,Colombia,Funding Unsuccessful,Colombian Ancestral Natural Sweets
2.0,117.43,2019-04-17,2019-03-18,Product Design,Stourbridge,Handmade belts and utility belt/neck knives.,44,"{49: 4, 90: 0, 110: 2, 120: 9, 135: 0, 145: 5, 200: 0, 285: 0, 290: 0, 420: 0}",0,6934,£,4000,61.65,2466,21,4,First created,0,20,10,1,"Zdravko ,,Zed"" Shuplev",22,3,UK,Funding Unsuccessful,Cranesbill EDC Knife and Belt
4.5,64.85,2019-04-18,2019-03-19,Children's Books,Blacksburg,An illustrated picture book about families of all kinds! With a focus on embracing diversity and touching on a variety of topics.,129,"{3: 3, 10: 12, 15: 6, 20: 10, 30: 8, 35: 2, 100: 2, 200: 2, 300: 0, 1: 0}",1,4736,$,3000,101.6,3048,47,0,1,1,45,10,1,Megan Mills,13,0,VA,Funding Successful,"Families, Families, Everywhere! (a children's book)"
167.12,103.9,2019-04-17,2019-03-18,Design,Madrid,Hybrid Outdoor Footwear - Waterproof - Windproof - Extreme Grip - Packable - Insulated - Comfortable - Stylish,110,"{66: 200, 83: 797, 155: 265, 221: 29, 266: 30, 304: 13, 555: 3}",0,2098,€,26637,528.9,140883,1356,88,1,16,1337,8,13,Xnowmate,17,1,Spain,Funding Successful,Xnowmate 3.0 | The Winter Boot Reinvented
13.0,428.6,2019-04-17,2019-02-16,Vegan,Stockholm,There is a void that needs to be filled in the vegan community. A yearning that everyone feels but dare not speak of. Vegan desserts..,134,{1: 13},0,1191,kr,200000,16.72,33431,78,0,First created,0,13,1,0,Naela Tesfay,2,1,Sweden,Funding Unsuccessful,Gaias Goodies - Vegan Desserts
16.0,136.64,2019-04-17,2019-03-25,Footwear,Chicago,"Creating 5 unique designs to mismatch your own socks, replace lost ones, or simply buy a matching pair! The options are all yours.",130,"{15: 20, 30: 24, 55: 15, 100: 21}",0,1449,$,12000,103.62,12434,91,31,1,1,80,5,4,Morgan Blye Cormier,7,1,IL,Funding Successful,The Lone Socks: Selling One Sock at a Time
0.67,11.2,2019-04-15,2019-03-16,Zines,Lynchburg,"A digital magazine dedicated to the art, music, and development of video games.",79,"{1: 0, 5: 1, 15: 3, 25: 0, 50: 0, 100: 0}",0,1427,$,2500,2.24,56,5,0,2,0,4,6,2,Colin J. Schwager,1,0,VA,Funding Unsuccessful,TEKNIK Magazine
0.75,125.43,2019-04-18,2019-04-08,Apparel,New York,Meticulous Knitwear is a knitwear company based in NYC.,55,"{50: 0, 110: 3}",0,3081,$,13500,6.5,878,7,0,First created,0,3,4,3,METICULOUS KNITWEAR,1,0,NY,Funding Unsuccessful,Meticulous Knitwear Fall19 Collection
3.0,62.75,2019-04-18,2019-03-24,Hip-Hop,Rochester,"Producing, mixing, mastering & releasing my album ""Integration"". Creating platform, LLC, & label for my company Foresee.",120,{25: 3},0,1880,$,500,100.4,502,8,0,1,0,3,1,1,James Beers,1,1,NY,Funding Successful,Integration
19.5,26.43,2019-04-18,2019-03-25,Playing Cards,St. John's,EH B'Y Playing Cards: designed to be as unique as the province they come from.,78,"{20: 45, 25: 13, 38: 20, 200: 0}",0,1261,$,1800,117.44,2114,80,6,1,0,78,4,4,Alana Loveys,1,0,Canada,Funding Successful,EH B'Y Newfoundland Playing Cards
3.5,33.62,2019-04-17,2019-03-18,Comic Books,New York,"After violating the Koma'i's most sacred law, Artema is forced to leave the only life she's known. Can she survive on her own?",126,"{1: 0, 5: 3, 10: 15, 15: 5, 20: 5, 30: 5, 60: 1, 100: 1}",0,3370,$,300,504.33,1513,45,0,1,0,35,10,14,Rachel C,11,0,NY,Funding Successful,Artema: The Beast
23.25,104.79,2019-04-17,2019-03-18,Product Design,Gilbert,"The multifunctional backpack that provides a hands-free umbrella! Rain or shine, you're covered and so are your belongings!",123,"{89: 78, 109: 0, 129: 0, 169: 15}",0,1650,$,10000,101.65,10165,97,6,1,0,93,4,12,Levi Savage,34,2,AZ,Funding Successful,UMBRE
7.25,18.5,2019-04-17,2019-03-18,Accessories,Dallas,"Making 100 gold plated, enamel pins of this happy little mushroom friend so he can grace back packs and vests everywhere.",121,"{3: 1, 8: 10, 10: 11, 20: 7}",0,2104,$,400,138.75,555,30,0,1,0,29,4,4,creekkidart,9,0,TX,Funding Successful,Mushroom Lad Hard Enamel Pin
1.42,64.55,2019-04-18,2019-03-14,Vegan,Victoria,"100% ORGANIC, RAW, VEGAN, HERBALLY INFUSED, TRANSFORMATIONAL FOOD.​",67,"{5: 1, 25: 5, 45: 4, 55: 1, 65: 0, 70: 1, 90: 1, 120: 2, 150: 2, 210: 0, 540: 0, 1: 0}",0,1133,$,15000,8.61,1291,20,0,First created,3,17,12,3,Kevin Dash,1,0,Canada,Funding Unsuccessful,MOCOLATE... THE ULTIMATE RAW AND VEGAN POWER SNACK!
0.0,1.0,2019-04-18,2019-03-19,Apps,London,"Big Data and AI for better work of 300,000,000 self-employed people ""on the go"" in Africa suffering from high unemployment and poverty.",135,"{50: 0, 500: 0, 5: 0}",0,3326,£,50000,0.0,2,2,0,First created,0,0,3,0,PUNO,6,1,UK,Funding Unsuccessful,MimiKazi: Big Data and AI for Africa [social innovation app]
17.43,30.97,2019-04-18,2019-03-19,Graphic Novels,New York,"A terrifying, emotional powerhouse horror story about a haunting... told from the ghost's POV. Collects the hit comic series!",125,"{10: 109, 15: 25, 18: 111, 20: 29, 25: 5, 30: 29, 35: 38, 40: 4, 45: 1, 60: 4, 65: 2, 150: 5, 300: 4}",1,2533,$,8000,144.0,11520,372,45,1,0,366,21,8,Pat Shand and Olivia Pelaez,35,1,NY,Funding Successful,LITTLE GIRL - collecting the horror comic series!
