avg_backers_per_pledge_tier,avg_pledge_amount_per_backer,campaign_end_date,campaign_start_date,category,city,description,description_length,dict_pledge_tier_backer,featured_project,full_desc_len,funding_currency,funding_goal,funding_percentage,funding_raised,num_backers,num_comments,num_created_by_owner,num_faqs,num_pledge_backers,num_pledge_tiers,num_updates,owner,project_img,project_video,state,status,title
0.33,10.33,2019-04-20,2019-03-26,Film & Video,Christchurch,"Ein Mahnmal in Neuseeland, Christchurch für die Opfer des Massakers am 15.03.2019 fördern und dazu einen Film drehen",116,"{15: 2, 25: 0, 40: 0, 60: 0, 1: 0, 8: 0}",0,240,€,48000,0.06,31,3,0,1,0,2,6,0,Atilla Akgül,1,0,NZ,Funding Unsuccessful,Mahnmal in Christchurch fördern - Dokumentarfilm drehen !
35.15,73.49,2019-04-20,2019-03-21,Comics,New York,"Drawing Life, a partly animated documentary about the legendary cartoonist George Booth.",88,"{10: 34, 15: 40, 25: 46, 35: 76, 40: 93, 60: 61, 100: 60, 150: 33, 250: 3, 500: 10, 1: 1, 5: 0}",1,2472,$,35000,109.6,38361,522,14,1,0,457,13,5,Nathan  Fitch,10,2,NY,Funding Successful,Drawing Life with George Booth
0.0,43.0,2019-04-19,2019-03-20,Technology,Mexico,"Somos un equipo de jóvenes universitarios, que manufactura un vehículo eléctrico altamente eficiente.",101,"{40: 0, 50: 0, 60: 0, 400: 0, 1: 0}",0,1677,MX$,50000,0.26,129,3,0,1,0,0,5,0,Borregos CEM E-Racing,0,1,Mexico,Funding Unsuccessful,Escudería Borregos CEM E-Racing
1.0,28.14,2019-04-20,2019-03-21,Food Trucks,Netcong,"Passionate Chef Needs your help creating a food truck trend of fusion foods, including Southern and Latin Foods. As well as catering.",133,"{5: 1, 25: 3, 50: 0, 1: 0}",0,1854,$,30000,0.66,197,7,0,1,0,4,4,0,Passionate Chef LLC,1,1,NJ,Funding Unsuccessful,Passionate Chef LLC Food Truck Needed
71.62,57.2,2019-04-19,2019-03-14,Webcomics,Greenville,"The Sequel to the comic ""Misfile""",33,"{15: 212, 25: 25, 40: 261, 85: 31, 120: 40, 500: 2, 1: 2}",0,794,$,25000,135.9,33976,594,56,1,0,573,8,9,Chris Hazelton,7,1,SC,Funding Successful,Misfile Sequel Project
28.25,130.08,2019-04-19,2019-03-20,Music,New York,An Evening of Japanese Monster Music,36,"{10: 11, 25: 80, 50: 157, 75: 23, 100: 16, 125: 13, 150: 5, 200: 1, 250: 5, 300: 13, 500: 6, 1: 9}",1,335,$,35000,132.68,46439,357,50,1,1,339,12,9,Michiru Oshima and John DeSentis,10,1,NY,Funding Successful,Kaiju Crescendo
0.0,5.5,2019-04-19,2019-03-26,Conceptual Art,Dublin,A book exploring the nature of existence as we experience it in our lifetime & how to evolve our global systems with positive energy,132,"{50: 0, 150: 0, 1: 0, 8: 0}",0,2533,€,10000,0.11,11,2,0,1,0,0,4,0,Niamh Beirne,0,1,Ireland,Cancelled by Creator,Evolutionary Thinking Creatives - Evolving Global Systems
6.55,60.36,2019-04-19,2019-03-20,Country & Folk,Chattanooga,Support the recording and promotion for Nicholas Edward Williams' debut fingerpicking and folksong album 'As I Go Ramblin' Around',130,"{10: 31, 25: 38, 35: 33, 50: 49, 75: 10, 100: 15, 125: 2, 150: 2, 175: 4, 200: 3, 250: 0, 300: 0, 400: 0, 500: 2, 1: 1}",0,5913,$,15000,104.23,15634,259,1,1,0,190,29,6,Nicholas Williams,18,2,TN,Funding Successful,Take 'As I Go Ramblin' Around' To New Heights!
14.33,66.07,2019-04-20,2019-03-21,Children's Books,Saratoga,A charming picture book by Thuy Ha celebrating the magic within small acts of kindness.,87,"{5: 2, 25: 53, 50: 17, 100: 8, 150: 4, 300: 2}",0,4189,$,5000,130.82,6541,99,2,1,0,86,6,5,Thuy Ha,31,1,CA,Funding Successful,Tiny Acts of Kindness
2.0,25.67,2019-04-19,2019-03-05,Woodworking,Dahlonega,Hand made and hand painted black bear chalkboard that also double for a key holder,82,{30: 2},0,794,$,3000,2.57,77,3,0,1,0,2,1,0,David Robertson,1,0,GA,Funding Unsuccessful,Black Bear Chalkboard
2.8,227.69,2019-04-19,2019-04-09,Fashion,Los Angeles,"Sa Sante: Bon Vivant Feminine Lotion is a cruelty-free, organic product to keep your sensitive vaginal skin feeling its best all day.",133,"{1: 3, 28: 5, 52: 6, 100: 0}",0,3292,$,3000,121.43,3643,16,7,1,0,14,5,2,Michelle Han,6,1,CA,Funding Successful,The first all-natural & organic vaginal lotion
1.33,11.17,2019-04-19,2019-03-20,Digital Art,Milan,"Cats inspired, ""Neko"" Vinyl Sticker Sheet and Hard enamel pin.",62,"{4: 1, 7: 0, 15: 3}",0,1186,€,350,19.14,67,6,0,1,0,4,3,0,Nekoyelle,1,0,Italy,Funding Unsuccessful,"""Neko"" Vinyl Sticker sheet."
4.5,11.09,2019-04-20,2019-03-06,Accessories,Charlottesville,Hard Enamel Pin Collection Series Featuring Simple Yet Adorable Little Bunny Designs,84,"{8: 4, 15: 5}",0,2004,$,600,20.33,122,11,0,1,0,9,2,0,Pepperminted,1,0,VA,Funding Unsuccessful,Pepperminted: Little Bunny Collection
1.0,25.12,2019-04-19,2019-04-04,Playing Cards,London,A custom deck of playing cards,30,"{1: 2, 10: 0, 19: 3, 28: 1, 37: 0, 55: 1, 100: 0}",0,417,£,4500,4.47,201,8,2,1,0,7,7,0,J+T Productions,1,0,UK,Funding Unsuccessful,KEYCARD Playing Cards
1.31,28.74,2019-04-19,2019-02-18,Publishing,Corvallis,(A Novel about a Book You Should Not Read),42,"{4: 6, 5: 3, 20: 7, 40: 3, 50: 1, 60: 0, 80: 0, 120: 1, 125: 0, 250: 0, 500: 0, 3: 0, 10: 0}",0,3817,$,500,132.2,661,23,2,1,0,21,16,3,Benjamin Gorman,1,1,OR,Funding Successful,Don't Read This Book
0.25,17.33,2019-04-21,2019-03-07,Small Batch,Evansville,"We create gourmet, made by hand candy. Marshmallows, Caramels and Nut Clusters.",79,"{50: 1, 100: 0, 200: 0, 500: 0}",0,1367,$,2500,2.08,52,3,0,1,0,1,4,1,DeAnn and Michael Schmitt,4,1,IN,Funding Unsuccessful,Sweet Schmitt's Candy Store front
10.44,28.69,2019-04-19,2019-03-19,Illustration,Nantes,Cute set of enamel pins of small animals and drinks ! <3,56,"{3: 4, 8: 8, 10: 29, 20: 30, 30: 5, 40: 5, 42: 4, 50: 3, 56: 6}",0,4129,€,750,371.07,2783,97,2,1,0,94,9,11,Claire,24,0,France,Funding Successful,Let's have a drink ! Enamel pin set
1.25,19.88,2019-04-19,2019-03-20,Fiction,Totnes,"A print-run and audiobook of Reveries, which is a novel for people with odd tastes.",83,"{15: 4, 29: 1, 49: 0, 99: 0}",0,4872,£,750,21.2,159,8,1,1,0,5,4,1,Bruno Cooke,1,0,UK,Funding Unsuccessful,Reveries: A Novel
0.2,56.33,2019-04-19,2019-03-20,Painting,Charlotte,"Artist live exhibition at RAW Impact in Charlotte, NC.",54,"{15: 0, 30: 0, 60: 1, 100: 0}",0,143,$,900,18.78,169,3,0,1,0,1,5,2,Jessica C Sciortino,1,0,NC,Funding Unsuccessful,My first live art show!!!!!
11.62,24.08,2019-04-21,2019-03-22,Comic Books,Vienna,"The second part of the satiric cyberpunk comic ""The Common Good"" is completely finished. Let's print it!",104,"{4: 21, 5: 23, 8: 11, 20: 22, 30: 3, 50: 8, 100: 4, 250: 1}",0,3315,€,2200,105.09,2312,96,11,1,0,93,8,8,Stefan Gutternigh,22,1,Austria,Funding Successful,NOTHING TO HIDE - The Common Good Part 2
9.33,42.1,2019-04-19,2019-03-25,Country & Folk,Hamilton,Gillian Nicola's debut full-length album is ready to face the world. Help her get it into the hands of as many hands as possible.,129,"{5: 0, 15: 19, 25: 37, 35: 9, 50: 9, 75: 4, 150: 5, 300: 1, 500: 0}",0,3441,$,4000,105.25,4210,100,1,1,0,84,9,8,Gillian Alexander,1,1,Canada,Funding Successful,Debut Full-Length Album by Gillian Nicola
0.11,23.0,2019-04-21,2019-03-22,Painting,Bangor,My mission is to raise enough so that I can promote myself as an artist and continue my work,92,"{25: 1, 45: 0, 100: 0}",0,1116,£,300,15.33,46,2,0,1,0,1,9,1,Dillon James McClure,1,0,UK,Cancelled by Creator,Supporting the Arts
6.14,31.56,2019-04-21,2019-03-22,Video Games,Binghamton,"A unique pixel art story based RPG game about a young, ambitious, arctic fox that goes on an incredible journey to save the universe.",133,"{10: 32, 25: 2, 50: 0, 100: 8, 250: 1, 500: 0, 1: 0}",0,1470,$,5000,30.3,1515,48,8,1,0,43,7,1,Will,16,1,NY,Funding Unsuccessful,The Final Hours RPG Game
0.0,1.0,2019-04-19,2019-03-11,Nonfiction,Edmonton,It's a damn novella by M.A.A. Somers,36,"{5: 0, 10: 0, 25: 0, 50: 0, 100: 0}",0,5654,$,25000,0.0,1,1,0,1,0,0,6,0,Mark A. A. Somers,0,1,Canada,Cancelled by Creator,Confessions of a Catholic Alter Boy.
9.88,80.94,2019-04-21,2019-03-22,Gadgets,Logan,"A novel piece of USU sports memorabilia, where the colors change based on whether your team has won or lost.",108,"{5: 0, 15: 2, 25: 0, 35: 71, 75: 1, 100: 4, 500: 1}",0,2553,$,6000,107.92,6475,80,9,1,0,79,8,3,John Swensen,8,1,UT,Funding Successful,Lighting the A: internet-connected memorabilia
4.91,99.53,2019-04-19,2019-03-20,Drinks,Toronto,"A Brewery, Taproom, Retail Space and Full Service Restaurant",60,"{10: 0, 25: 8, 50: 7, 75: 0, 100: 26, 150: 8, 200: 4, 500: 1, 1: 0, 5: 0}",0,5373,$,30000,19.91,5972,60,1,1,0,54,11,0,Beaches Brewing Company,4,1,Canada,Funding Unsuccessful,Beaches Brewing Company
13.18,134.85,2019-04-21,2019-03-12,Design,Fayetteville,MOREbot is a platform for the next generation of innovators to bring their ideas to life,88,"{5: 11, 20: 21, 69: 56, 85: 7, 129: 2, 159: 3, 160: 0, 199: 42, 249: 3, 1: 0, 2: 0}",1,6283,$,20000,108.56,21711,161,23,1,8,145,11,7,MORE Technologies,56,4,AR,Funding Successful,MOREbot: A 3D-printed robot ecosystem that grows with you
0.33,4.0,2019-04-21,2019-03-27,Film & Video,Hartlepool,A short film on the economy of the UK,37,"{10: 1, 20: 0, 50: 0}",0,0,£,1000,1.2,12,3,0,1,0,1,3,0,Leanna Wright,1,0,UK,Funding Unsuccessful,Rescue - A Short Film
1.83,18.44,2019-04-21,2019-03-22,Accessories,Orem,"Mirror, mirror on the wall, we're the queerest ones of all.",59,"{1: 0, 3: 9, 4: 0, 6: 0, 10: 9, 15: 2, 20: 2, 25: 0, 35: 0, 50: 0}",0,5330,$,400,115.25,461,25,0,1,0,22,12,5,Michele Howarth,9,1,UT,Funding Successful,Queerest of Them All: Buttons for LGBTQIA+ Royalty
1.75,44.75,2019-04-19,2019-03-20,Art,Baltimore,"Circulation Desk, a four-part workshop series and exhibition with artists Pablo Helguera, Ada Pinkston, Brown Art Ink, and Ruby Waldo.",134,"{10: 1, 25: 3, 50: 3, 100: 0}",1,6601,$,500,107.4,537,12,0,1,0,7,4,0,Maria Emilia Duno,5,0,MD,Funding Successful,Circulation Desk: Workshop Series @ The Menial Collection
0.88,20.25,2019-04-21,2019-03-17,Illustration,Los Angeles,Cute enamel pin series!,23,"{12: 5, 13: 0, 24: 0, 26: 0, 35: 1, 39: 0, 49: 1, 52: 0}",0,700,$,280,57.86,162,8,0,1,0,7,8,1,Pokie,1,0,CA,Funding Unsuccessful,Mythical Enamel Pin Series! ♡
2.0,119.47,2019-04-21,2019-03-22,Design,New York,Unique 3D Play Rug designed by an architect mother to keep kids away from TOO MUCH screen time!,95,"{49: 8, 89: 0, 125: 3, 199: 1, 239: 1, 339: 1}",0,2769,$,40000,5.08,2031,17,6,1,0,14,7,1,IVI,33,1,NY,Funding Unsuccessful,3D Play Rugs; Where Your Favorite Toys Come to Life!
2.0,21.77,2019-04-21,2019-03-22,Vegan,London,Our sauces are one of a kind- and are now able to be enjoyed by even more lovers of food,88,"{3: 0, 12: 6, 15: 0, 24: 1, 45: 3}",0,1959,£,1500,18.87,283,13,0,1,0,10,5,1,JoshuaK,0,1,UK,Funding Unsuccessful,"Delicious 100% Vegan, Gluten-free and Organic Sauces!"
8.57,329.48,2019-04-20,2019-03-21,Product Design,Nice,"Motorcycle inspired watch brand. Neo-vintage watches assembled in France. Time to ride.
フランスで組み上げられるモーターサイクルにインスパイアされた腕時計。",122,"{225: 50, 250: 36, 265: 2, 480: 2, 485: 26, 520: 0, 550: 0, 600: 0, 720: 0, 760: 3, 780: 0, 820: 0, 1: 1}",0,16765,€,38000,110.98,42173,128,22,1,0,120,14,1,Carzo & Lieutier Watches,94,1,France,Funding Successful,CARZO & LIEUTIER Motorcycle Inspired Watch - France / TURINI
3.33,22.52,2019-04-20,2019-03-21,Graphic Novels,Darwin,Volume 1 & 2 of Eisu’s independent comic Maid Attack!,53,"{1: 1, 5: 8, 13: 3, 20: 0, 25: 13, 33: 5, 200: 0}",0,3310,$,3000,23.27,698,31,4,1,0,30,9,14,VISUAL GRAPHIC STUDIOS,22,1,AU,Funding Unsuccessful,"Maid Attack Volume 1 & 2 by Remy ""Eisu"" Mokhtar"
0.0,19.0,2019-04-21,2019-03-22,World Music,Uruapan del Progreso,"Iniciar con un canal de YouTUBE,  sobre temas de BATERIA",56,"{50: 0, 200: 0, 350: 0}",0,1778,MX$,8500,0.22,19,1,0,1,0,0,3,0,Luis Fernando,1,0,Mexico,Funding Unsuccessful,LUIFER CERANO Canal Youtube
3.5,16.3,2019-04-21,2019-03-22,Apps,Laurel,Cy-Reader is an app that convert a document into an audio book by taking a picture of the document or uploading the document to the app,135,"{10: 6, 100: 1}",0,934,$,10000,1.63,163,10,4,1,0,7,2,5,Cy-Reader,5,1,MD,Funding Unsuccessful,Cy-Reader: the future of reading
4.17,28.65,2019-04-21,2019-04-03,Tabletop Games,London,"Join the defence of planet Earth as one of our last heroes, standing against the Alien invasion! Only you can save the world!",125,"{4: 3, 15: 16, 18: 0, 30: 0, 45: 0, 60: 6}",0,3205,£,200,372.5,745,26,5,1,0,25,6,4,Shades of Vengeance,27,2,UK,Funding Successful,Champion of Earth (and Dinosoids Expansion)
9.33,80.18,2019-04-20,2019-03-21,Product Design,Downtown Toronto,|Wireless Power Bank|Bluetooth Earphones & Speaker|Detachable|Deep Bass Audio|Phone Stand|Interchangeable Cases|Touch Control|,126,"{1: 1, 66: 50, 72: 3, 138: 2, 275: 0, 338: 0}",0,1919,$,3000,152.33,4570,57,13,1,0,56,6,2,NameCurrent,31,1,Canada,Funding Successful,Wireless Power Bank & Bluetooth Audio for Charge & Rock
83.56,30.32,2019-04-19,2019-03-05,Tabletop Games,Seattle,A card game of the Great Old Ones fighting over the end of the world. Cthulhu! Hastur! Only ONE can rule the apocalypse!,120,"{1: 75, 20: 348, 25: 73, 40: 214, 60: 8, 100: 34, 2: 0}",0,6746,$,20000,114.93,22985,758,133,1,0,752,9,9,Arc Dream Publishing,20,2,WA,Funding Successful,Wrestlenomicon!
0.0,1.0,2019-04-21,2019-03-04,Crafts,Düren,"A Start up Cosmetic Label that makes Natural; Vegan and Cruelty Free Products. 
Super clean and all good for your  Body!",120,"{10: 0, 20: 0}",0,304,€,2000,0.05,1,1,0,1,0,0,2,0,Vanessa Marie,1,0,Germany,Funding Unsuccessful,Startup Vegan Cosmetic Brand Makeup
4.6,21.42,2019-04-19,2019-03-20,Jewelry,New York,Ancient Greek Sphinx and Assyrian Lamassu Enamel Pin Set,56,"{12: 15, 22: 4, 33: 1, 44: 3, 55: 0}",0,870,$,400,128.5,514,24,0,1,0,23,5,2,Alexandra Filipek,6,0,NY,Funding Successful,Ancient Art History Enamel Pin Set
0.5,72.2,2019-04-20,2019-03-20,Gadgets,Miami,"A solar powered, wireless charging, iPhone case",47,"{1: 0, 15: 0, 50: 0, 79: 4, 500: 0, 3: 0}",0,5249,$,50000,0.72,361,5,0,1,0,4,8,0,Cole & Dylan Gittner,22,1,FL,Cancelled by Creator,Soliz Be The Change
0.0,1.0,2019-04-19,2019-03-19,Action,Miami,Short Films,11,"{20: 0, 50: 0, 75: 0, 100: 0, 250: 0, 500: 0, 1: 0}",0,776,$,15000,0.01,1,1,0,1,0,0,7,4,Tomas Valenciaga,1,0,FL,Cancelled by Creator,The USB
3.0,37.5,2019-04-21,2019-03-25,Horror,Plymouth,A Thriller/Horror Short Film,28,"{10: 4, 20: 4, 30: 2, 50: 2, 100: 3}",0,3737,£,750,100.0,750,20,0,1,0,15,5,0,Aaron Kendall,2,0,UK,Funding Successful,A Night In
1.0,17.75,2019-04-19,2019-03-05,Video Games,Montreal,"Finir et publier le jeu vidéo ""La dernière capsule"" que j'ai moi même créé sur steam !
Finish and publish on steam my video game !",130,"{1: 0, 5: 1, 25: 2}",0,2294,$,70,101.43,71,4,0,1,0,3,3,9,Kilz Knight,3,1,Canada,Funding Successful,La dernière capsule - A free FPS !
0.33,284.75,2019-04-19,2019-03-20,Apps,Queretaro,"A platform that, through the details, creates unique moments for your loved ones and those who need it most.",108,"{20: 1, 100: 1, 1: 1, 2: 0, 3: 0, 5: 0, 10: 0, 50: 0}",0,3362,MX$,650000,0.18,1139,4,0,1,0,3,9,0,Mario Gonzalez Sandoval,8,1,Mexico,Funding Unsuccessful,Surprise Me
9.0,45.17,2019-04-21,2019-03-12,Art Books,Seattle,An illustrated science book featuring 31 ink drawings of scientists and their stories.,86,"{3: 3, 10: 10, 20: 25, 25: 4, 40: 11, 80: 19}",1,2309,$,3000,114.43,3433,76,1,1,0,72,8,7,Valentina Ferro,11,1,WA,Funding Successful,Inking Science
7.7,72.69,2019-04-20,2019-03-21,Playing Cards,Kissimmee,A set of 52 oracle cards that are designed to spark your intuition,66,"{1: 1, 20: 52, 40: 5, 44: 5, 55: 2, 65: 5, 111: 5, 128: 1, 495: 1}",0,3555,$,5550,104.77,5815,80,10,1,0,77,10,9,Anne-Marie McCormack,5,2,FL,Funding Successful,6th Sense Connection Oracle Cards
28.89,76.55,2019-04-21,2019-03-22,Comedy,Toronto,Mouth Congress is a movie about a mid-80s comedy punk band fronted by Paul Bellini and Scott Thompson from The Kids in the Hall.,128,"{10: 40, 25: 106, 50: 45, 100: 58, 250: 5, 500: 1, 1: 5}",1,7763,$,20000,105.63,21127,276,18,1,0,260,9,3,Scott Thompson and Paul Bellini,15,1,Canada,Funding Successful,Mouth Congress
0.22,39.75,2019-04-19,2019-03-20,Product Design,Kelowna,Typical business cards are boring. Promote your business or brand with a fun new alternative.,93,"{25: 1, 50: 0, 125: 1, 200: 0, 600: 0, 800: 0, 1: 0, 2: 0, 3: 0}",0,1533,$,1000,15.9,159,4,2,1,0,2,9,0,Keith Hoffart,1,0,Canada,Funding Unsuccessful,Temporary Tattoos as Business Cards
2.0,42.36,2019-04-20,2019-02-23,Narrative Film,Carmel,A film to promote student-run action against bullying and suicide.,66,"{5: 0, 10: 3, 20: 2, 25: 0, 50: 5}",0,523,$,12000,4.94,593,14,0,1,0,10,5,2,Wallflower Pictures,1,0,IN,Funding Unsuccessful,The Butterfly’s Wings
23.52,27.46,2019-04-21,2019-04-02,Tabletop Games,Greenville,Tantrum House needs your support to continue creating the high quality board game media content you love!,105,"{5: 49, 10: 353, 15: 8, 20: 2, 21: 1, 25: 37, 29: 171, 39: 20, 40: 2, 45: 3, 49: 3, 50: 23, 60: 3, 69: 0, 79: 4, 95: 3, 99: 34, 100: 5, 129: 1, 149: 4, 159: 2, 199: 1}",0,1799,$,5000,419.64,20982,764,284,1,4,729,31,5,Tantrum House,14,1,SC,Funding Successful,Tantrum House Board Game Media: Season 6
6.5,68.71,2019-04-21,2019-04-02,Documentary,Jefferson City,"Documentary film project exploring the mystery behind the death of American Colin Madsen, who was studying in Russia.",117,"{5: 7, 10: 10, 25: 10, 50: 7, 100: 5, 500: 0}",0,7164,$,3500,102.09,3573,52,0,1,0,39,6,1,John Pattyson,6,1,MO,Funding Successful,COLIN - Documentary Film
