avg_backers_per_pledge_tier,avg_pledge_amount_per_backer,campaign_end_date,campaign_start_date,category,city,description,description_length,dict_pledge_tier_backer,featured_project,full_desc_len,funding_currency,funding_goal,funding_percentage,funding_raised,num_backers,num_comments,num_created_by_owner,num_faqs,num_pledge_backers,num_pledge_tiers,num_updates,owner,project_img,project_video,state,status,title
3.14,42.93,2019-03-07,2019-01-21,Digital Art,Sacramento,Step Into Your Power,20,"{25: 1, 35: 14, 50: 1, 80: 4, 100: 2, 200: 0, 300: 0}",0,3271,$,9000,12.88,1159,27,0,9,0,22,7,5,Anthony,1,0,CA,Funding Unsuccessful,The Popgoth Oracle
1.43,25.0,2019-03-10,2019-02-13,Art,Edmonton,"1.5"" Cute fat birb enamel pins",30,"{3: 0, 8: 4, 10: 4, 20: 0, 28: 0, 35: 0, 45: 2}",0,2547,$,450,61.11,275,11,0,First created,0,10,7,1,LunaPri,1,0,Canada,Funding Unsuccessful,"1.5"" Pudgy Budgie & Friends Enamel Pins"
0.12,3.0,2019-03-07,2019-01-21,Ready-to-wear,Lansing,"A Michigan-based clothing brand that's innovative, edgy, and speaks to the kid in all of us.",92,"{1: 0, 5: 1, 10: 0, 25: 0, 50: 0, 100: 0, 250: 0}",0,2114,$,1200,0.5,6,2,0,2,0,1,8,1,LaRosa Johnson,7,1,MI,Funding Unsuccessful,Project Come Through: Yoke Apparel
5.0,21.33,2019-03-10,2019-02-08,Art,Staffordshire,One run of one t-shirt design. Keeping it simple.,49,"{1: 1, 13: 34}",0,795,£,650,118.15,768,36,0,1,0,35,7,0,Damien Burton,3,0,UK,Funding Successful,"""Lights Out!"" - Boxing t-shirt"
1.0,202.5,2019-03-10,2019-02-13,3D Printing,Aalborg,Print BIG - 3D printable engine model,37,"{125: 2, 600: 0, 850: 1}",0,2331,kr,18000,6.75,1215,6,1,First created,17,3,3,0,Anders Høndrup Andersen,7,1,Denmark,Funding Unsuccessful,Print BIG – 3D printable engine model
45.22,20.22,2019-03-10,2019-01-29,Product Design,Milan,"Make Your Keys Smarter: 
A Set Of Thin Magnets Will Make Your Keys Organized And Noiseless, They Come With A Nail-Free Ring!",125,"{8: 255, 11: 11, 12: 9, 14: 1, 18: 26, 20: 51, 28: 24, 35: 30}",0,4522,€,8000,104.36,8349,413,27,1,4,407,9,10,Andrea Giorgi,55,3,Italy,Funding Successful,KEYTCH - A magnetic way to organize and silence your keys!
1.54,20509.5,2019-03-10,2019-02-08,Crafts,Echizen-shi,"Carry elegance with you on travel mugs laden in sleek hand-painted Urushi varnish, decorated with gold, silver or hand-crafted texture",134,"{1: 0, 6: 1, 7: 6, 8: 1, 9: 9, 12: 1, 17: 0, 18: 1, 34: 0, 40: 0, 80: 1, 90: 0}",0,7379,¥,300000,150.4,451209,22,5,1,0,20,13,9,Takashi Oe,29,1,Japan,Funding Successful,URUSHI MOBILE TUMBLER - Carry Elegance With You On The Go
0.0,1.0,2019-03-10,2019-01-09,Apparel,España,Marca fresca para jóvenes en España. Producto español,53,"{62: 0, 65: 0, 72: 0, 79: 0}",0,641,€,5000,0.04,2,2,0,First created,0,0,4,0,Nacho,1,0,Spain,Funding Unsuccessful,Marca de ropa para jóvenes en España
59.4,10274.31,2019-03-10,2019-01-24,Action,Tokyo,Help restore the damaged print of JPN director Hayashi Kaizo's acclaimed debut film /「私立探偵 濱マイク」シリーズ等を手がける林監督の幻のデビュー作「夢みるように眠りたい」フィルム修復,135,"{3: 101, 4: 234, 6: 69, 10: 87, 15: 46, 20: 22, 25: 19, 55: 7, 105: 8, 500: 1}",1,9801,¥,4000000,157.97,6318700,615,17,1,0,594,10,8,林海象,27,4,Japan,Funding Successful,"Remastering JPN cult film ""Sleep to Dream""「夢みるように眠りたい」フィルム修復"
51.23,56.0,2019-03-08,2019-02-05,Apparel,Las Vegas,100% REAL Tie. 0% Tying. The World's FIRST Pre-Tied Adjustable Necktie!,71,"{1: 8, 20: 131, 25: 3, 35: 226, 40: 7, 50: 230, 55: 6, 105: 35, 170: 15, 320: 2, 450: 1, 500: 2}",0,69,$,20000,187.59,37518,670,79,1,0,666,13,8,Adam Lucero,22,1,NV,Funding Successful,"GoTie - Never Tie a Tie Again, Chuck Norris Style"
20.15,32.33,2019-03-08,2019-02-05,Electronic Music,Portland,"Viola-based textural ambient drift from Sam of Black Tape For A Blue Girl w/Shadow’s viola, and synths/enhancements from Steve Roach.",133,"{5: 63, 15: 25, 20: 86, 25: 42, 33: 2, 45: 26, 75: 5, 100: 6, 125: 6, 500: 1}",0,6847,$,8000,107.89,8631,267,4,1,1,262,13,12,Sam Rosenthal,14,1,OR,Funding Successful,The Gesture of History (CD/LP)
1.0,17.75,2019-03-10,2019-01-09,Video Games,Liege,"Old school rogue like RPG game!
Taking a new concept back to Old school!",73,"{5: 0, 10: 4, 25: 0, 50: 2, 250: 0, 500: 0}",0,1073,€,2500,5.68,142,8,0,2,0,6,6,2,Thomas Vanden Eynde,1,0,Belgium,Funding Unsuccessful,Zidane's Mystic: Dark Chaos
5.06,42.64,2019-03-08,2019-02-06,Music,London,"A Kickstarter to help create my second album, to be recorded with Sam Winfield in Studio 91 (Amber Run, MMX).",109,"{1: 2, 8: 16, 12: 9, 15: 12, 20: 3, 25: 9, 35: 17, 40: 6, 50: 9, 75: 1, 100: 0, 150: 0, 250: 0, 500: 2, 2: 0}",0,3592,£,4000,102.33,4093,96,0,1,0,86,17,8,James Walker,6,1,UK,Funding Successful,James Walker: Album II
0.0,1.0,2019-03-08,2019-01-10,Hip-Hop,Memphis,"A small, independent record label Reguim Records is producing the EP Say L3ss by Odd Rod, with your help!",105,{10: 0},0,1878,$,2500,0.04,1,1,0,2,0,0,1,0,Anthony Cleveland,0,1,TN,Funding Unsuccessful,Executive Produce: Say L3ss an album by Odd Rod.
5.17,133.65,2019-03-08,2019-02-06,Childrenswear,Sacramento,"Baby clothing that grows with the baby and keeps them dry, reduces outfit changes and lessens laundry.",102,"{10: 8, 35: 13, 70: 5, 105: 1, 120: 2, 1: 2}",0,3155,$,6000,102.47,6148,46,0,1,5,31,6,18,Snug Bub USA,16,1,CA,Funding Successful,Snug Bub : Baby Clothes That Stay Dry and Grow With Them
0.57,244.83,2019-03-08,2019-02-25,Shorts,Mexico,La nostalgia es el camino a tus fantasmas.,42,"{100: 1, 200: 1, 500: 2, 1: 0, 2: 0, 5: 0}",0,334,MX$,13000,11.3,1469,6,0,First created,0,4,7,0,Sofia,16,1,Mexico,Cancelled by Creator,¿Y ahora qué nos queda?
6.12,56.31,2019-03-08,2019-02-07,Country & Folk,Nashville,"Limited Edition, Ultimate Format",32,"{2: 0, 5: 2, 15: 12, 35: 9, 45: 6, 60: 11, 100: 8, 200: 1}",0,3609,$,1800,162.67,2928,52,0,1,0,49,8,2,Brett Westgrove,7,1,TN,Funding Successful,"Brett Westgrove ""Somewhere Town"" Vinyl - Limited Edition"
23.7,163.79,2019-03-08,2019-02-05,Accessories,Salt Lake City,Best backpack for travelers and adventurers.  Ever!,51,"{110: 54, 120: 116, 140: 21, 145: 0, 175: 8, 225: 38}",0,10294,$,35000,115.59,40457,247,29,1,0,237,10,9,Strat Streetman,69,3,UT,Funding Successful,The Stratacous Series RADPAK Backpack
139.27,55.91,2019-03-08,2019-02-05,Product Design,Sacramento,"15x stronger than steel, as thin as a razor, holds 8 cards and cash, RFID protection - this is the ultimate wallet.",115,"{1: 12, 29: 516, 35: 1, 39: 1, 54: 41, 58: 54, 59: 175, 65: 545, 83: 372, 89: 241, 108: 5, 114: 25, 115: 92, 199: 9}",0,6515,$,20000,1432.23,286445,5123,246,1,17,2089,15,9,Steve Schmidt,113,2,CA,Funding Successful,"Stealth Wallet - Ultra-Thin, Ultra-Strong 8 Card Wallet"
5.0,48.33,2019-03-07,2019-02-10,Narrative Film,Richmond,A Feature Film / Rock Opera with motion picture soundtrack,58,"{10: 11, 20: 13, 30: 4, 40: 5, 50: 3, 60: 2, 75: 1, 100: 3, 200: 3}",0,3184,$,2500,104.4,2610,54,2,1,0,45,9,5,Fabian Rush,5,1,VA,Funding Successful,FORSAKEN: Rock Opera of Chaos
1.0,58.5,2019-03-07,2019-02-22,Radio & Podcasts,Coeur D'Alene,True Talks. Deep Thoughts.,26,"{5: 0, 15: 0, 40: 3, 100: 1}",0,1485,$,500,117.0,585,10,0,1,4,4,4,0,Chuck S.,6,1,ID,Funding Successful,Support Cool Talks 444
47.43,61.74,2019-03-08,2019-02-06,Gadgets,Vancouver,15W Qi Fast Charge Technology with Easy Touch Auto Lock and Release Sensor,74,"{29: 336, 34: 158, 57: 143, 145: 27}",0,7887,$,10000,411.79,41179,667,207,First created,5,664,14,5,Fiora Designs,58,1,Canada,Cancelled by Kickstarter,Ultimate Wireless Car Charger by Fiora™
1.67,29.75,2019-03-07,2019-02-10,Metal,Lincoln,Physical CDs for CMB'S first two releases put together on one cd called Symphony Of Metalcore!,94,"{1: 0, 3: 0, 6: 0, 10: 0, 18: 4, 20: 6}",1,973,$,200,178.5,357,12,0,1,0,10,6,22,Andrew Hopper,1,0,NE,Funding Successful,CMB- Metalcore Symphonies CD'S
0.14,199.33,2019-03-10,2019-01-09,Accessories,Roskilde,"We, GeorgeBeau, have designed a new kind of tie which is rather distinct through its versatile approach to customization.",121,"{451: 0, 549: 1, 674: 0, 975: 0, 1: 0, 5: 0}",0,1116,kr,70500,0.85,598,3,0,First created,0,1,7,0,GeorgeBeau,22,1,Denmark,Funding Unsuccessful,"GeorgeBeau ""The Cumstomizable Tie Collection"""
1.67,31.62,2019-03-07,2019-02-05,Product Design,Singapore,To create a better travel experience,36,"{30: 2, 35: 1, 45: 2}",0,2587,$,3500,7.23,253,8,0,First created,0,5,3,0,Denise Goh,13,1,Singapore,Funding Unsuccessful,Trav: TravBook
8.45,67.97,2019-03-07,2019-02-05,Comedy,Los Angeles,Help Hairy Soul Man finish his debut album with more of his cardboard musical masterpieces.,91,"{10: 9, 25: 21, 35: 6, 55: 18, 60: 14, 75: 10, 100: 14, 300: 0, 500: 1, 1: 0, 2: 0}",1,1013,$,5000,138.66,6933,102,0,1,4,93,11,4,Kai Smythe,8,1,CA,Funding Successful,Hairy Soul Man's Debut Album Extravaganza!
9.25,24.26,2019-03-07,2019-01-06,Kids,Gatineau,Chansons pour enfants originales et revisitées!,47,"{10: 8, 15: 13, 20: 6, 40: 10}",0,471,$,750,126.13,946,39,2,1,0,37,4,0,Bruno Roussel,1,1,Canada,Funding Successful,Elliot la marmotte
17.5,41.47,2019-03-08,2019-02-06,Product Design,Fountain Valley,"Flexible thin frame blue-light blocking unisex glasses, minimal, modern, sleek, and rimless design!",99,"{25: 18, 40: 52}",0,961,$,5000,62.2,3110,75,8,First created,0,70,4,2,Helix Design,1,0,CA,Cancelled by Creator,HELIX: Blue Light Blocking Glasses for Daytime & Nighttime
9.12,14.24,2019-03-07,2019-01-06,Video Games,Oberhausen,The ultimate Wild West Simulation / MMoRPG,42,"{1: 26, 5: 8, 15: 28, 25: 7, 40: 0, 60: 0, 75: 0, 100: 4}",0,0,€,30000,3.56,1068,75,15,First created,0,73,8,0,Lone Wolf Studios,27,2,Germany,Funding Unsuccessful,DEEP WEST
61.91,158.11,2019-03-08,2019-01-29,Product Design,Montreal,Light Up The World with 6 Stunning Colors Inside 1 Revolutionary Sneaker! | Vegan Friendly | Memory Foam | Anti Odor | And much more..,134,"{55: 22, 119: 100, 129: 200, 145: 48, 155: 98, 169: 140, 185: 6, 265: 26, 279: 1, 329: 37, 339: 3}",0,4609,$,30000,364.7,109409,692,135,1,13,681,11,15,YesWeGlow,85,2,Canada,Funding Successful,Glow: The Revolutionary Sneaker With Full Surface LED
0.0,19.0,2019-03-07,2019-02-04,Film & Video,Queretaro,"Aprovechar la información para el crecimiento estudiantil, desarrollo de un proyecto de trabajo.",96,"{100: 0, 500: 0, 1: 0, 5: 0}",0,2196,MX$,30600,0.06,19,1,0,First created,0,0,4,1,Luis Arce,1,0,Mexico,Funding Unsuccessful,Creación de un canal sobre tecnología
3.0,134.56,2019-03-08,2019-01-07,Food,Hilo,Farm-to-Table breakfast restaurant seeks to build a Bean-to-Bar Chocolate Studio on our farm.,93,{100: 3},0,1956,$,65000,3.31,2153,16,1,First created,0,3,1,1,Stephen Yundt,8,1,HI,Funding Unsuccessful,Building a Bean-to-Bar Chocolate Studio in Hawaii
69.29,37.51,2019-03-07,2019-02-05,Product Design,Brooklyn,A modern take on the classic slip-joint (non-locking) folding knife designed to be as rugged as it is handsome,110,"{27: 224, 28: 35, 29: 97, 30: 0, 35: 6, 50: 121, 55: 2}",0,2939,$,10000,182.32,18232,486,120,1,0,485,7,5,StatGear,18,1,NY,Funding Successful,The Ledge Slip-joint Pocket Knife ~ EDC for everywhere
8.5,18.2,2019-03-08,2019-02-11,Shorts,London,A film exploring the social dynamics of a group of teenagers following the sexual assault of one of their classmates.,117,"{5: 12, 10: 14, 20: 17, 35: 0, 50: 8, 500: 0}",0,955,£,1000,100.1,1001,55,0,1,0,51,6,1,Tom Lacock Gullam,1,0,UK,Funding Successful,Feen: Short Film
19.0,27.55,2019-03-07,2019-02-11,Tabletop Games,Huntsville,Be the best band on the streets of New Orleans in this 45 min area control game for 1-5 players!,96,"{1: 32, 8: 8, 25: 33, 37: 57, 50: 1, 70: 1, 300: 1}",0,6827,$,9100,42.99,3912,142,42,5,0,133,7,2,Weird Giraffe Games,31,1,AL,Cancelled by Creator,Big Easy Busking
1.59,79.78,2019-03-10,2019-01-24,Restaurants,Wildwood,Baking the world a better place.,32,"{5: 2, 10: 1, 25: 6, 50: 3, 75: 1, 85: 0, 100: 7, 125: 3, 150: 1, 175: 2, 250: 0, 350: 1, 500: 0, 750: 0, 1: 0, 2: 0}",0,4230,$,35000,8.43,2952,37,0,First created,0,27,17,3,Kurt and Heidi Ramspott,6,1,MO,Funding Unsuccessful,Birdie's - A Family Bakery
0.33,34.25,2019-03-08,2019-01-07,Music,Saskatoon,A sanctuary for sound and a library of music. A uncluttered space to allow the full soundscape to propagate,107,"{25: 0, 125: 1, 150: 0}",0,2889,$,75000,0.18,137,4,0,First created,0,1,3,0,Nicholas Papai,1,0,Canada,Funding Unsuccessful,Sanctuary of sound
2.0,29.24,2019-03-07,2019-01-30,Nonfiction,Rockport,"A memoir of psychological disorders, addiction, toxic relationships, and spiritual awakening.",93,"{1: 1, 5: 3, 20: 7, 50: 2, 100: 1, 500: 0, 10: 0}",0,2929,$,1200,41.42,497,17,0,First created,0,14,7,0,Kendra Hillier,1,0,MA,Funding Unsuccessful,Figments of Love
4.2,58.96,2019-03-08,2019-02-05,Product Design,Singapore,Can't figure a place to put your hard disk and loose items on the go? We create easier and seamless workflow for on the go lifestyle.,133,"{5: 1, 30: 1, 40: 0, 60: 19, 70: 0}",0,2272,$,7000,19.37,1356,23,0,First created,0,21,5,0,Swift Yan,6,1,Singapore,Funding Unsuccessful,Little Island: On the go lifestyle
1.0,30.5,2019-03-08,2019-01-07,Photobooks,Detroit,Photographs Documenting Detroit's’ Protagonists,47,{30: 1},0,3203,$,2000,3.05,61,2,0,First created,0,1,1,0,Damon,1,0,MI,Cancelled by Creator,Retroflex
21.43,276.77,2019-03-07,2019-01-29,Comics,Philadelphia,"PETER PAN, CRIME & PUNISHMENT and THE BLAZING WORLD, presented in oversized, lavishly illustrated heirloom edition slipcase hardcovers.",135,"{1: 37, 10: 19, 12: 31, 25: 19, 30: 1, 50: 10, 100: 110, 165: 98, 195: 39, 225: 11, 290: 62, 350: 16, 385: 1, 400: 103, 445: 46, 465: 1, 500: 18, 900: 15, 925: 6, 3: 0}",1,13970,$,150000,119.93,179902,650,82,1,0,643,30,6,Beehive Books,31,1,PA,Funding Successful,"Classic Books, Reimagined Through Illustration"
